Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Anant,@Anant43657086,2023-09-07T05:22:21.000Z,False,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco .
Total Order win is $3.9 bn i.e. Rs 32,000 crores!! #LT #LarsenTourbo",3,0,1,135,"['#LT', '#LarsenTourbo']",[],[],https://pbs.twimg.com/profile_images/1274998178362818561/Qi8IH4QO_normal.jpg,https://twitter.com/Anant43657086/status/1699654314581721339,tweet_id:1699654314581721339
Dr. Mukul Agrawal,@themukulagrawal,2023-09-07T05:18:08.000Z,False,"sources- Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco  Total Order win is $3.9 bn i.e. Rs 32,000 crores!!",2,4,42,4.6K,[],[],[],https://pbs.twimg.com/profile_images/1692364891884027905/Piau4yDG_normal.jpg,https://twitter.com/themukulagrawal/status/1699653253082820922,tweet_id:1699653253082820922
Yatin Mota,@YatinMota,2023-09-07T05:08:55.000Z,True,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 

Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 

Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy…",6,60,584,131K,[],[],[],https://pbs.twimg.com/profile_images/1559562392195022848/cHhk_sBO_normal.jpg,https://twitter.com/YatinMota/status/1699650934996082688,tweet_id:1699650934996082688
ShyamKumar s,@wapkerala,2023-09-04T03:22:05.000Z,False,Larsen & Tourbo,0,0,0,463,[],[],[],https://pbs.twimg.com/profile_images/1472090007443623938/ZH9ER5Q3_normal.jpg,https://twitter.com/wapkerala/status/1698536884014833927,tweet_id:1698536884014833927
JD,@jaimindesai30,2023-08-28T12:59:00.000Z,False,will larsen and tourbo buyback be as fast as this. i am willing to apply,1,0,1,104,[],[],[],https://pbs.twimg.com/profile_images/1681946401448796161/e7EI_Ov6_normal.jpg,https://twitter.com/jaimindesai30/status/1696145357695263152,tweet_id:1696145357695263152
Insights | Integration,@con_nectinder,2023-08-26T12:02:33.000Z,False,"4. ITER:

-International Thermonuclear Exp Reactor.
-Advancing nuclear fusion tech
-(9.1% Share): ITER cryostat is manufactured by #India (Larsen and Tourbo)
-Loc: France

5. LIGO:

-Laser Interferometer Gravitational-Wave Observatory
-Detecting cosmic ripples, black holes",2,0,2,220,['#India'],[],"['\\U0001f525', '\\U0001f1ee\\U0001f1f3', '\\U0001f31f']",https://pbs.twimg.com/profile_images/1689702318382731264/7ERWnlN__normal.jpg,https://twitter.com/con_nectinder/status/1695406374325559482,tweet_id:1695406374325559482
Curious Rincy,@Curiousrincy,2023-08-25T16:34:46.000Z,False,"We all know now our Bharat is the First Nation who is going to explore #chandamamaFor this success, besides ISRO there are some companies behind it.

1. Larsen and Tourbo; This company provided crucial components for the launch vehicle of #Chandrayaan3Success",1,0,1,86,"['#chandamama', '#Chandrayaan3Success']",[],[],https://pbs.twimg.com/profile_images/1650814336502484994/m_PGz2Wh_normal.jpg,https://twitter.com/Curiousrincy/status/1695112494006817083,tweet_id:1695112494006817083
Shaik Meheraj,@MeherajSha16539,2023-08-25T05:20:11.000Z,False,  Larsen tourbo date likhlo Aaj 5k akki date tk kisi ka pesa disbmnt nhi hoga meri gurnteed froud compny he bharosa nhi he ispe,0,0,0,50,[],['@larsentoubro'],[],https://pbs.twimg.com/profile_images/1669275071742087168/tfbICeIL_normal.png,https://twitter.com/MeherajSha16539/status/1694942728092631451,tweet_id:1694942728092631451
Shaik Meheraj,@MeherajSha16539,2023-08-25T05:17:36.000Z,False, Larsen tourbo kabhi tk kisi ka loan disbursement nhi hua bs fake he kal application apply kiy Aaj tk amount nhi aya aap sab dekho kesi froudist company he bewakuf mat banaya kro,0,0,0,42,[],['@larsentoubro'],[],https://pbs.twimg.com/profile_images/1669275071742087168/tfbICeIL_normal.png,https://twitter.com/MeherajSha16539/status/1694942077291815113,tweet_id:1694942077291815113
venkat,@Venkat57026245,2023-08-24T11:12:27.000Z,False,"Larsen and Tourbo's aerospace wing, Mishra Dhatu Nigam, Bharat Heavy Electricals, MTAR Technologies,Godrej Aerospace, Ankit Aerospace,HAL and Walchandnagar Industries played crucial roles in supplying components and materials for the mission.
Read/watch standard news media.",0,0,0,218,[],[],[],https://pbs.twimg.com/profile_images/1553984227393171456/Jkbhw_jw_normal.jpg,https://twitter.com/Venkat57026245/status/1694668989006594325,tweet_id:1694668989006594325
Surajit Bhowmik,@iamsbhowmik,2023-08-24T03:38:39.000Z,False,"Stocks which are part of
 Chandrayaan making.http://kinginvestment.in Larsen and tourboHal
Bel
Mtar
Paras defence
Tata elsxi
Centum electronic
Paras defence
Linde India
Walchandnagar.",0,0,0,149,"['', '']",[],"['\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a']",https://pbs.twimg.com/profile_images/1563363843929444352/9wdKWxnM_normal.jpg,https://twitter.com/iamsbhowmik/status/1694554788904550445,tweet_id:1694554788904550445
vijai.ramdas,@vijairamadas,2023-08-24T01:35:37.000Z,False,"Et now-Private sector companies such as Larsen and Tourbo's aerospace wing, Mishra Dhatu Nigam, Bharat Heavy Electricals, MTAR Technologies, Godrej Aerospace, Ankit Aerospace, and Walchandnagar Industries played crucial roles in supplying components and materials for the missio",0,0,0,920,[],[],[],https://pbs.twimg.com/profile_images/1322880781115559936/iyX-TXtH_normal.jpg,https://twitter.com/vijairamadas/status/1694523825936101423,tweet_id:1694523825936101423
Maddy,@agrmadhur123,2023-08-23T08:48:24.000Z,True,"Here's the list of some of the companies that contributed to the successful launch of #Chandrayaan3 Source:  Larsen & Tourbo (L&T):

L&T supplied important components for Chandrayaan-3. The company adhered to the stringent quality and timeline requirements for the…",0,0,1,226,['#Chandrayaan3'],['@editorji'],['\\U0001f447'],https://pbs.twimg.com/profile_images/1696100725107879936/OFMh2DBo_normal.jpg,https://twitter.com/agrmadhur123/status/1694270351390527949,tweet_id:1694270351390527949
SUVO,@Subhakumar87,2023-08-23T08:02:57.000Z,False,"Stocks Related to #Chandrayaan32/52. Larsen &amp; TourboCPM : ₹2717
PE : 34
DIV : 0.90%
ROCE : 12.4
ROE : 11.7",1,0,0,100,['#Chandrayaan3'],[],"['\\U0001f1ee\\U0001f1f3', '\\U0001f447', '\\U0001f5e3\\ufe0f']",https://pbs.twimg.com/profile_images/1663096638641156098/N7gl33Z9_normal.jpg,https://twitter.com/Subhakumar87/status/1694258911774417318,tweet_id:1694258911774417318
InvestOnline.in,@investonline_in,2023-08-23T06:39:59.000Z,False,"M A R K E T U P D A T E 
Spot gold has support at $1888 and resistance at $1912. The MCX Gold October future is expected to trade in a range of 58250 to 58780.#InvestOnline #Sensex #Nifty #piramalenterprises #Larsentourbo #Goldprice #India",0,0,0,143,"['#InvestOnline', '#Sensex', '#Nifty', '#piramalenterprises', '#Larsentourbo', '#Goldprice', '#India']",[],[],https://pbs.twimg.com/profile_images/1261969832976633856/gBy6aECs_normal.jpg,https://twitter.com/investonline_in/status/1694238035322241460,tweet_id:1694238035322241460
InvestOnline.in,@investonline_in,2023-08-23T06:39:38.000Z,False,"M A R K E T U P D A T E Larsen & Toubro touched a 52-week high of Rs 2,725.75 and quoting at Rs 2,710.25, up Rs 30.75, or 1.15 percent on the BSE.#InvestOnline #Sensex #Nifty #piramalenterprises #Larsentourbo #Goldprice #India",0,0,0,153,"['#InvestOnline', '#Sensex', '#Nifty', '#piramalenterprises', '#Larsentourbo', '#Goldprice', '#India']",[],[],https://pbs.twimg.com/profile_images/1261969832976633856/gBy6aECs_normal.jpg,https://twitter.com/investonline_in/status/1694237947812294769,tweet_id:1694237947812294769
MAHESH KUMAR DAGA,@MAHESHDAGA,2023-08-22T10:21:19.000Z,True,"Reading - Larsen & Tourbo Limited - The Saipem & Clough JV (SCJV), Australia has awarded a contract for fabrication and supply of process and piperack modules for a 2.3 MMTPA urea plant for Perdaman Chemicals and Fertilisers Pty Ltd to L&T Energy Hydrocarbon. On completion, this…",0,0,1,136,[],[],[],https://pbs.twimg.com/profile_images/1621460053030219776/C5FrtS33_normal.jpg,https://twitter.com/MAHESHDAGA/status/1693931346031517907,tweet_id:1693931346031517907
swingking,@DharshanGnanha,2023-08-07T17:23:45.000Z,False,"How did u omit ircon ,rites ,engineers India in psu and Larsen and tourbo in private sector they are much more important than one in the list and how will irctc benefit it is just running the trains and not in construction u need to improve unr analysis to a great extent ",1,0,2,187,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1509574450429444102/g4wr1W_K_normal.png,https://twitter.com/DharshanGnanha/status/1688601838084620288,tweet_id:1688601838084620288
ಬೆಂಗಳೂರು TrainUsers,@bengalurutrains,2023-08-01T13:34:47.000Z,False,Bengaluru Suburban Railway Project#WorkInProgress#LarsenTourbo #Hebbal #Banaswadi,1,14,143,9.3K,"['#WorkInProgress', '#LarsenTourbo', '#Hebbal', '#Banaswadi']",[],[],https://pbs.twimg.com/profile_images/1350473123771023360/cjwOwbUf_normal.jpg,https://twitter.com/bengalurutrains/status/1686369890180227074,tweet_id:1686369890180227074
Sovrenn,@sovrennofficial,2023-07-25T10:33:46.000Z,True,"Clientele of the company includes Engineers India Limited, Schneider Electric, Bharat Bijlee, Dabur, Siemens, Larsen & Tourbo, Indian Railways, TATA, Cello, Power Grid, Torrent Power, Dr. Reddy's etc.

Try http://sovrenn.com @ INR 400 for 2 months",1,0,3,382,[],['@sovrennofficial'],[],https://pbs.twimg.com/profile_images/1660201830973083648/U8MCwiYo_normal.jpg,https://twitter.com/sovrennofficial/status/1683787617975009280,tweet_id:1683787617975009280
Haldilal,@haldilal,2023-07-23T10:25:09.000Z,False,"The Construction Update on the Navi Mumbai/Pune International Airport Terminal phase 1, at Ulwe, NAVI MUMBAI, MMR. Architect: Zaha Hadid Architect. Promoters: AADML+CIDCO. Civil: Larsen & Tourbo. Status: Under Construction. Completion: Q4 2024 stated. : Respective Owners.",17,35,337,64K,[],[],['\\U0001f4f7'],https://pbs.twimg.com/profile_images/1763154929827356672/SeMi2_yx_normal.jpg,https://twitter.com/haldilal/status/1683060674732208129,tweet_id:1683060674732208129
Sovrenn,@sovrennofficial,2023-07-21T12:34:07.000Z,True,"#Client Marquee client of the company includes Larsen & Tourbo Ltd., L & T Geostructure Pvt Ltd., State Bank of India, Prosol IT, Ashok Leyland Ltd., Think & Learn Pvt Ltd., Mahindra Aerostructures Pvt. Ltd.

Try http://sovrenn.com @ INR 400 for 2 months.",1,0,0,184,['#Client'],['@sovrennofficial'],[],https://pbs.twimg.com/profile_images/1660201830973083648/U8MCwiYo_normal.jpg,https://twitter.com/sovrennofficial/status/1682368354043203585,tweet_id:1682368354043203585
Artha Capital,@CapitalArtha,2023-07-21T07:50:10.000Z,True,#Marine receives new orders worth 29.95 crores from Larsen & Tourbo and Sundaram Clayton!,1,3,7,1.1K,['#Marine'],[],[],https://pbs.twimg.com/profile_images/1636994522893910017/GIEVh2hf_normal.jpg,https://twitter.com/CapitalArtha/status/1682296896008900611,tweet_id:1682296896008900611
jagmohan singh Chahar,@jagmoha15637795,2023-07-19T01:04:29.000Z,False,"L&T(Larsen and tourbo Infotech) and http://Mindtree.It services companies Report a profit of Rs 1,152 Crore.Representing a 3.4% quarter On quarter increase....",0,1,1,55,[],[],[],https://pbs.twimg.com/profile_images/1559825799733465088/HZJ_fvoQ_normal.jpg,https://twitter.com/jagmoha15637795/status/1681470029441773569,tweet_id:1681470029441773569
Ragini Sahu(mishpanstockguideshorts),@raginisahu2007,2023-07-18T09:44:55.000Z,False,"#lt: Larsen &tourbo new orders in Water treatment segment.
SUBSCRIBE youtube channel @mishpanstockguide",0,0,0,66,['#lt'],[],[],https://pbs.twimg.com/profile_images/1687710298470285312/yFpj4E0f_normal.jpg,https://twitter.com/raginisahu2007/status/1681238611407278082,tweet_id:1681238611407278082
Ragini Sahu(mishpanstockguideshorts),@raginisahu2007,2023-07-16T15:54:14.000Z,False,"#Larsen &Tourbo is engaged in EPC projects, Hi tech manufacturing &services. subscribe youtube channel @mishpanstockguide",0,0,0,102,['#Larsen'],[],[],https://pbs.twimg.com/profile_images/1687710298470285312/yFpj4E0f_normal.jpg,https://twitter.com/raginisahu2007/status/1680606778516717568,tweet_id:1680606778516717568
Ragini Sahu(mishpanstockguideshorts),@raginisahu2007,2023-07-16T15:43:42.000Z,False,"#Larsen &Tourbo Powers ISRO's Moon Mission-Chandrayaann3.
Visit youtube channel @mishpanstockguide",0,0,1,111,['#Larsen'],[],[],https://pbs.twimg.com/profile_images/1687710298470285312/yFpj4E0f_normal.jpg,https://twitter.com/raginisahu2007/status/1680604128035344390,tweet_id:1680604128035344390
Swarajya,@SwarajyaMag,2023-07-14T06:59:00.000Z,True,"Larsen & Toubro and NCC Ltd are in the race to build the 31-km Hyderabad Airport Metro after bids were opened on Thursday

The Rs 5,688 crore tender involves design and construction of all the civil structures.#HyderabadAirportMetro#LarsenTourbo#NCC",0,2,12,1.6K,"['#HyderabadAirportMetro', '#LarsenTourbo', '#NCC']",[],[],https://pbs.twimg.com/profile_images/510470436920893440/kd15XOx9_normal.png,https://twitter.com/SwarajyaMag/status/1679747304264470529,tweet_id:1679747304264470529
"Jitesh, an Author",@jitesh_business,2023-07-12T05:28:50.000Z,False,"I think, it was made by Larsen & Tourbo",0,0,1,104,[],[],[],https://pbs.twimg.com/profile_images/696925887/Image1029_normal.jpg,https://twitter.com/jitesh_business/status/1678999840473354240,tweet_id:1678999840473354240
Swarajya,@SwarajyaMag,2023-07-11T07:14:15.000Z,True,"US Navy ship Salvor, arrived at L&T's Kattupalli shipyard on Monday (10 July) for repairs.

The arrival of the USNS Salvor marks the first ship to undergo repairs under the newly signed Master Ship Repair Agreement between L&T and US Navy.#LarsenTourbo",0,5,13,2K,['#LarsenTourbo'],[],[],https://pbs.twimg.com/profile_images/510470436920893440/kd15XOx9_normal.png,https://twitter.com/SwarajyaMag/status/1678663979110129664,tweet_id:1678663979110129664
Ragini Sahu(mishpanstockguideshorts),@raginisahu2007,2023-07-10T15:51:17.000Z,False,# Larsen&Tourbo is collaborating with Navantia.https://youtube.com/shorts/2SYC32wk9m8?feature=share…,0,0,0,48,[],[],[],https://pbs.twimg.com/profile_images/1687710298470285312/yFpj4E0f_normal.jpg,https://twitter.com/raginisahu2007/status/1678431707274395653,tweet_id:1678431707274395653
Ravithesungod ( 拉维),@ravishendarkar,2023-07-10T09:15:22.000Z,False,Larsen and Tourbo has signed a teaming agreement with swedish company Navinta to submit bid for Indian Navy for Submarine /,0,0,1,506,[],[],[],https://pbs.twimg.com/profile_images/1702381943395065857/LiVN4n-J_normal.jpg,https://twitter.com/ravishendarkar/status/1678332070895185920,tweet_id:1678332070895185920
blinkX,@getblinkx,2023-07-10T06:00:17.000Z,True,"Larsen & Toubro Ltd (L&T) successfully transitioned a $150 million term loan with Bank of America to a Sustainability Linked Loan (SLL) on June 30, 2023.

Click the link to read more - https://blinkx.in/news/company/l-t-concludes-150-million-loan-transition-with-bank-of-america-into-sll… #LnT #larsentourbo #nifty50 #Bankofamerica #trending #news…",0,0,3,141,"['#LnT', '#larsentourbo', '#nifty50', '#Bankofamerica', '#trending', '#news']",[],[],https://pbs.twimg.com/profile_images/1679022335406542848/me1Mnm1c_normal.jpg,https://twitter.com/getblinkx/status/1678282976524914688,tweet_id:1678282976524914688
Dheeraj Sharma,@emdheerajsharma,2023-07-09T13:54:51.000Z,False,"My whole life was a lie?

It's Larsen and Toubro and not Larsen and Tourbo",0,0,1,80,[],[],[],https://pbs.twimg.com/profile_images/1294842331867168769/OL9xiN0a_normal.jpg,https://twitter.com/emdheerajsharma/status/1678040020203229184,tweet_id:1678040020203229184
KA,@KA_charts,2023-06-30T09:48:40.000Z,False,Larsen and Tourbo -- what a move and strength.#l_t,2,0,36,4K,['#l_t'],[],[],https://pbs.twimg.com/profile_images/1143124286036533250/JewcWtYl_normal.jpg,https://twitter.com/KA_charts/status/1674716575104901121,tweet_id:1674716575104901121
shrenik,@shrenik1984,2023-06-29T11:13:21.000Z,False,"MTAR
BHELLARSEN AND TOURBO",0,0,6,875,[],[],[],https://pbs.twimg.com/profile_images/1428173845349822467/EYFYpe9Y_normal.jpg,https://twitter.com/shrenik1984/status/1674375495012749313,tweet_id:1674375495012749313
Puneet Joshi,@puneetjoshi7687,2023-06-29T02:56:39.000Z,False,"Yesterday #Nifty  50 moved furiously & #niftysmall/mid caps lagged somehow than #Nifty  50. 
Some #LargeCaps setting up nicely are 
1. #larsen & tourbo2. #Ultratech Cement
3. #axisbank 
4. #marutisuzuki",0,1,0,310,"['#Nifty', '#niftysmall', '#Nifty', '#LargeCaps', '#larsen', '#Ultratech', '#axisbank', '#marutisuzuki']",[],[],https://pbs.twimg.com/profile_images/1680593107073613827/0zju1c2v_normal.jpg,https://twitter.com/puneetjoshi7687/status/1674250498315108352,tweet_id:1674250498315108352
Upaay Future Stocks,@PRICEACTION2700,2023-06-19T05:48:07.000Z,False,Book your Target 2417#LT Larsen & Tourbo,1,1,1,117,['#LT'],[],[],https://pbs.twimg.com/profile_images/1687763703842983936/n-SfCp1Z_normal.jpg,https://twitter.com/PRICEACTION2700/status/1670669770210029570,tweet_id:1670669770210029570
PSUWatch,@PsuWatch,2023-06-12T14:28:27.000Z,True,"Shri Ram Temple Ayodhya Enters Final Ground Floor Construction Phase
-
The Engineering teams of Larsen & Tourbo, Tata Consulting Engineers and Ram Janmbhoomi Teerth Kshetra Trust participated  in the review meeting called upon by Chairman Construction Committee, Nripendra Misra.…",0,1,1,1K,[],[],[],https://pbs.twimg.com/profile_images/1416842160691826689/dRguS-14_normal.jpg,https://twitter.com/PsuWatch/status/1668264001447272451,tweet_id:1668264001447272451
Vishal veer dagar,@Vishalsarpanch,2023-05-26T03:02:12.000Z,False,Larsen& tourbo group,0,0,1,124,[],[],[],https://pbs.twimg.com/profile_images/1718827602948063232/KJ7zKXqj_normal.jpg,https://twitter.com/Vishalsarpanch/status/1661930705482563584,tweet_id:1661930705482563584
